source ID,source name,source type,mapping type,target ID,target name,target type,mapping description
S0373,Astaroth,software,uses,T1140,Deobfuscate/Decode Files or Information,technique,[Astaroth](https://attack.mitre.org/software/S0373) uses a fromCharCode() deobfuscation method to avoid explicitly writing execution commands and to hide its code. (Citation: Cybereason Astaroth Feb 2019)(Citation: Securelist Brazilian Banking Malware July 2020)
S0373,Astaroth,software,uses,T1568.002,Domain Generation Algorithms,technique,[Astaroth](https://attack.mitre.org/software/S0373) has used a DGA in C2 communications.(Citation: Cybereason Astaroth Feb 2019)
S0373,Astaroth,software,uses,T1041,Exfiltration Over C2 Channel,technique,[Astaroth](https://attack.mitre.org/software/S0373) exfiltrates collected information from its r1.log file to the external C2 server. (Citation: Cybereason Astaroth Feb 2019)
S0373,Astaroth,software,uses,T1564.003,Hidden Window,technique,"[Astaroth](https://attack.mitre.org/software/S0373) loads its module with the XSL script parameter <code>vShow</code> set to zero, which opens the application with a hidden window. (Citation: Cybereason Astaroth Feb 2019)"
S0373,Astaroth,software,uses,T1105,Ingress Tool Transfer,technique,[Astaroth](https://attack.mitre.org/software/S0373) uses [certutil](https://attack.mitre.org/software/S0160) and [BITSAdmin](https://attack.mitre.org/software/S0190) to download additional malware. (Citation: Cofense Astaroth Sept 2018)(Citation: Cybereason Astaroth Feb 2019)(Citation: Securelist Brazilian Banking Malware July 2020)
S0373,Astaroth,software,uses,T1059.007,JavaScript,technique,[Astaroth](https://attack.mitre.org/software/S0373) uses JavaScript to perform its core functionalities. (Citation: Cofense Astaroth Sept 2018)(Citation: Securelist Brazilian Banking Malware July 2020)
S0373,Astaroth,software,uses,T1056.001,Keylogging,technique,[Astaroth](https://attack.mitre.org/software/S0373) logs keystrokes from the victim's machine. (Citation: Cofense Astaroth Sept 2018)
S0373,Astaroth,software,uses,T1074.001,Local Data Staging,technique,[Astaroth](https://attack.mitre.org/software/S0373) collects data in a plaintext file named r1.log before exfiltration. (Citation: Cofense Astaroth Sept 2018)
S0373,Astaroth,software,uses,T1204.002,Malicious File,technique,"[Astaroth](https://attack.mitre.org/software/S0373) has used malicious files including VBS, LNK, and HTML for execution.(Citation: Securelist Brazilian Banking Malware July 2020)"
S0373,Astaroth,software,uses,T1564.004,NTFS File Attributes,technique,[Astaroth](https://attack.mitre.org/software/S0373) can abuse alternate data streams (ADS) to store content for malicious payloads.(Citation: Securelist Brazilian Banking Malware July 2020)
S0373,Astaroth,software,uses,T1027,Obfuscated Files or Information,technique,"[Astaroth](https://attack.mitre.org/software/S0373) obfuscates its JScript code, and has used an XOR-based algorithm to encrypt payloads twice with different keys.(Citation: Cybereason Astaroth Feb 2019)(Citation: Securelist Brazilian Banking Malware July 2020)"
S0373,Astaroth,software,uses,T1057,Process Discovery,technique,[Astaroth](https://attack.mitre.org/software/S0373) searches for different processes on the system.(Citation: Cybereason Astaroth Feb 2019)
S0373,Astaroth,software,uses,T1055.012,Process Hollowing,technique,[Astaroth](https://attack.mitre.org/software/S0373) can create a new process in a suspended state from a targeted legitimate process in order to unmap its memory and replace it with malicious code.(Citation: Cybereason Astaroth Feb 2019)(Citation: Securelist Brazilian Banking Malware July 2020)
S0373,Astaroth,software,uses,T1547.001,Registry Run Keys / Startup Folder,technique,[Astaroth](https://attack.mitre.org/software/S0373) creates a startup item for persistence. (Citation: Cofense Astaroth Sept 2018)
S0373,Astaroth,software,uses,T1218.010,Regsvr32,technique,[Astaroth](https://attack.mitre.org/software/S0373) can be loaded through regsvr32.exe.(Citation: Cybereason Astaroth Feb 2019)
S0373,Astaroth,software,uses,T1518.001,Security Software Discovery,technique,[Astaroth](https://attack.mitre.org/software/S0373) checks for the presence of Avast antivirus in the <code>C:\Program\Files\</code> folder. (Citation: Cofense Astaroth Sept 2018)
S0373,Astaroth,software,uses,T1129,Shared Modules,technique,[Astaroth](https://attack.mitre.org/software/S0373) uses the LoadLibraryExW() function to load additional modules. (Citation: Cybereason Astaroth Feb 2019)
S0373,Astaroth,software,uses,T1547.009,Shortcut Modification,technique,[Astaroth](https://attack.mitre.org/software/S0373)'s initial payload is a malicious .LNK file. (Citation: Cofense Astaroth Sept 2018)(Citation: Cybereason Astaroth Feb 2019)
S0373,Astaroth,software,uses,T1027.002,Software Packing,technique,[Astaroth](https://attack.mitre.org/software/S0373) uses a software packer called Pe123\RPolyCryptor.(Citation: Cybereason Astaroth Feb 2019)
S0373,Astaroth,software,uses,T1598.002,Spearphishing Attachment,technique,[Astaroth](https://attack.mitre.org/software/S0373) has been delivered via malicious e-mail attachments.(Citation: Securelist Brazilian Banking Malware July 2020)
S0373,Astaroth,software,uses,T1132.001,Standard Encoding,technique,[Astaroth](https://attack.mitre.org/software/S0373) encodes data using Base64 before sending it to the C2 server. (Citation: Cofense Astaroth Sept 2018)
S0373,Astaroth,software,uses,T1497.001,System Checks,technique,[Astaroth](https://attack.mitre.org/software/S0373) can check for Windows product ID's used by sandboxes and usernames and disk serial numbers associated with analyst environments.(Citation: Securelist Brazilian Banking Malware July 2020)
S0373,Astaroth,software,uses,T1082,System Information Discovery,technique,[Astaroth](https://attack.mitre.org/software/S0373) collects the machine name and keyboard language from the system. (Citation: Cofense Astaroth Sept 2018)(Citation: Cybereason Astaroth Feb 2019)
S0373,Astaroth,software,uses,T1016,System Network Configuration Discovery,technique,[Astaroth](https://attack.mitre.org/software/S0373) collects the external IP address from the system. (Citation: Cofense Astaroth Sept 2018)
S0373,Astaroth,software,uses,T1124,System Time Discovery,technique,[Astaroth](https://attack.mitre.org/software/S0373) collects the timestamp from the infected machine. (Citation: Cofense Astaroth Sept 2018)
S0373,Astaroth,software,uses,T1552,Unsecured Credentials,technique,[Astaroth](https://attack.mitre.org/software/S0373) uses an external software known as NetPass to recover passwords. (Citation: Cybereason Astaroth Feb 2019)
S0373,Astaroth,software,uses,T1059.005,Visual Basic,technique,[Astaroth](https://attack.mitre.org/software/S0373) has used malicious VBS e-mail attachments for execution.(Citation: Securelist Brazilian Banking Malware July 2020)
S0373,Astaroth,software,uses,T1059.003,Windows Command Shell,technique,[Astaroth](https://attack.mitre.org/software/S0373) spawns a CMD process to execute commands. (Citation: Cybereason Astaroth Feb 2019)
S0373,Astaroth,software,uses,T1047,Windows Management Instrumentation,technique,[Astaroth](https://attack.mitre.org/software/S0373) uses WMIC to execute payloads. (Citation: Cofense Astaroth Sept 2018)
S0373,Astaroth,software,uses,T1220,XSL Script Processing,technique,[Astaroth](https://attack.mitre.org/software/S0373) executes embedded JScript or VBScript in an XSL stylesheet located on a remote domain. (Citation: Cybereason Astaroth Feb 2019)
S0438,Attor,software,uses,T1010,Application Window Discovery,technique,[Attor](https://attack.mitre.org/software/S0438) can obtain application window titles and then determines which windows to perform Screen Capture on.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1560.003,Archive via Custom Method,technique,[Attor](https://attack.mitre.org/software/S0438) encrypts collected data with a custom implementation of Blowfish and RSA ciphers.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1573.002,Asymmetric Cryptography,technique,[Attor](https://attack.mitre.org/software/S0438)'s Blowfish key is encrypted with a public RSA key.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1055.004,Asynchronous Procedure Call,technique,[Attor](https://attack.mitre.org/software/S0438) performs the injection by attaching its code into the APC queue using NtQueueApcThread API.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1123,Audio Capture,technique,[Attor](https://attack.mitre.org/software/S0438)'s has a plugin that is capable of recording audio using available input sound devices.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1119,Automated Collection,technique,[Attor](https://attack.mitre.org/software/S0438) has automatically collected data about the compromised system.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1020,Automated Exfiltration,technique,[Attor](https://attack.mitre.org/software/S0438) has a file uploader plugin that automatically exfiltrates the collected data and log files to the C2 server.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1115,Clipboard Data,technique,[Attor](https://attack.mitre.org/software/S0438) has a plugin that collects data stored in the Windows clipboard by using the OpenClipboard and GetClipboardData APIs.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1041,Exfiltration Over C2 Channel,technique,[Attor](https://attack.mitre.org/software/S0438) has exfiltrated data over the C2 channel.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1070.004,File Deletion,technique,[Attor](https://attack.mitre.org/software/S0438)’s plugin deletes the collected files and log files after exfiltration.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1071.002,File Transfer Protocols,technique,[Attor](https://attack.mitre.org/software/S0438) has used FTP protocol for C2 communication.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1083,File and Directory Discovery,technique,[Attor](https://attack.mitre.org/software/S0438) has a plugin that enumerates files with specific extensions on all hard disk drives and stores file information in encrypted log files.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1564.001,Hidden Files and Directories,technique,"[Attor](https://attack.mitre.org/software/S0438) can set attributes of log files and directories to HIDDEN, SYSTEM, ARCHIVE, or a combination of those.(Citation: ESET Attor Oct 2019)"
S0438,Attor,software,uses,T1105,Ingress Tool Transfer,technique,"[Attor](https://attack.mitre.org/software/S0438) can download additional plugins, updates and other files. (Citation: ESET Attor Oct 2019)"
S0438,Attor,software,uses,T1056.001,Keylogging,technique,One of [Attor](https://attack.mitre.org/software/S0438)'s plugins can collect user credentials via capturing keystrokes and can capture keystrokes pressed within the window of the injected process.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1074.001,Local Data Staging,technique,[Attor](https://attack.mitre.org/software/S0438) has staged collected data in a central upload directory prior to exfiltration.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1037.001,Logon Script (Windows),technique,"[Attor](https://attack.mitre.org/software/S0438)'s dispatcher can establish persistence via adding a Registry key with a logon script <code>HKEY_CURRENT_USER\Environment ""UserInitMprLogonScript"" </code>.(Citation: ESET Attor Oct 2019)"
S0438,Attor,software,uses,T1036.004,Masquerade Task or Service,technique,"[Attor](https://attack.mitre.org/software/S0438)'s dispatcher disguises itself as a legitimate task (i.e., the task name and description appear legitimate).(Citation: ESET Attor Oct 2019)"
S0438,Attor,software,uses,T1112,Modify Registry,technique,[Attor](https://attack.mitre.org/software/S0438)'s dispatcher can modify the Run registry key.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1090.003,Multi-hop Proxy,technique,[Attor](https://attack.mitre.org/software/S0438) has used Tor for C2 communication.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1106,Native API,technique,[Attor](https://attack.mitre.org/software/S0438)'s dispatcher has used CreateProcessW API for execution.(Citation: ESET Attor Oct 2019)
S0438,Attor,software,uses,T1027,Obfuscated Files or Information,technique,"Strings in [Attor](https://attack.mitre.org/software/S0438)'s components are encrypted with a XOR cipher, using a hardcoded key and the configuration data, log files and plugins are encrypted using a hybrid encryption scheme of Blowfish-OFB combined with RSA.(Citation: ESET Attor Oct 2019)"
S0438,Attor,software,uses,T1120,Peripheral Device Discovery,technique,"[Attor](https://attack.mitre.org/software/S0438) has a plugin that collects information about inserted storage devices, modems, and phone devices.(Citation: ESET Attor Oct 2019)"
S0438,Attor,software,uses,T1055,Process Injection,technique,[Attor](https://attack.mitre.org/software/S0438)'s dispatcher can inject itself into running processes to gain higher privileges and to evade detection.(Citation: ESET Attor Oct 2019)
