ID,name,description,url,created,last modified,version,contributors,platforms,aliases,type,relationship citations
S0070,HTTPBrowser,[HTTPBrowser](https://attack.mitre.org/software/S0070) is malware that has been used by several threat groups. (Citation: ThreatStream Evasion Analysis) (Citation: Dell TG-3390) It is believed to be of Chinese origin. (Citation: ThreatConnect Anthem),https://attack.mitre.org/software/S0070,31 May 2017,20 March 2020,1.1,,Windows,"HttpDump, Token Control",malware,"(Citation: Dell TG-3390),(Citation: SecureWorks BRONZE UNION June 2017),(Citation: Trend Micro Iron Tiger April 2021),(Citation: Nccgroup Emissary Panda May 2018),(Citation: RSA2017 Detect and Respond Adair),,(Citation: Dell TG-3390),(Citation: ZScaler Hacking Team),(Citation: ThreatStream Evasion Analysis)"
S0047,Hacking Team UEFI Rootkit,[Hacking Team UEFI Rootkit](https://attack.mitre.org/software/S0047) is a rootkit developed by the company Hacking Team as a method of persistence for remote access software. (Citation: TrendMicro Hacking Team UEFI),https://attack.mitre.org/software/S0047,31 May 2017,30 March 2020,1.1,,,,malware,",,(Citation: TrendMicro Hacking Team UEFI)"
S0499,Hancitor,[Hancitor](https://attack.mitre.org/software/S0499) is a downloader that has been used by [Pony](https://attack.mitre.org/software/S0453) and other information stealing malware.(Citation: Threatpost Hancitor)(Citation: FireEye Hancitor),https://attack.mitre.org/software/S0499,12 August 2020,16 October 2020,1.0,,Windows,Chanitor,malware,",,(Citation: FireEye Hancitor),(Citation: Red Canary Verclsid.exe),(Citation: Threatpost Hancitor)"
S0224,Havij,[Havij](https://attack.mitre.org/software/S0224) is an automatic SQL Injection tool distributed by the Iranian ITSecTeam security company. Havij has been used by penetration testers and adversaries. (Citation: Check Point Havij Analysis),https://attack.mitre.org/software/S0224,18 April 2018,17 October 2018,1.0,,,,tool,"(Citation: Check Point Rocket Kitten),,(Citation: Check Point Havij Analysis)"
S0170,Helminth,"[Helminth](https://attack.mitre.org/software/S0170) is a backdoor that has at least two variants - one written in VBScript and PowerShell that is delivered via a macros in Excel spreadsheets, and one that is a standalone Windows executable. (Citation: Palo Alto OilRig May 2016)",https://attack.mitre.org/software/S0170,16 January 2018,28 March 2020,1.1,Robert Falcone,Windows,,malware,"(Citation: Palo Alto OilRig May 2016),(Citation: Crowdstrike Helix Kitten Nov 2018),(Citation: FireEye APT34 Webinar Dec 2017),,(Citation: Palo Alto OilRig May 2016),(Citation: ClearSky OilRig Jan 2017),(Citation: Unit 42 Playbook Dec 2017)"
S0697,HermeticWiper,"[HermeticWiper](https://attack.mitre.org/software/S0697) is a data wiper that has been used since at least early 2022, primarily against Ukraine with additional activity observed in Latvia and Lithuania. Some sectors targeted include government, financial, defense, aviation, and IT services.(Citation: SentinelOne Hermetic Wiper February 2022)(Citation: Symantec Ukraine Wipers February 2022)(Citation: Crowdstrike DriveSlayer February 2022)(Citation: ESET Hermetic Wiper February 2022)(Citation: Qualys Hermetic Wiper March 2022)",https://attack.mitre.org/software/S0697,25 March 2022,18 October 2022,1.0,"Harshal Tupsamudre, Qualys; Mayuresh Dani, Qualys",Windows,"DriveSlayer, Trojan.Killdisk",malware,",,(Citation: ESET Hermetic Wizard March 2022),(Citation: ESET Hermetic Wiper February 2022),(Citation: Crowdstrike DriveSlayer February 2022),(Citation: Qualys Hermetic Wiper March 2022),(Citation: Symantec Ukraine Wipers February 2022),(Citation: SentinelOne Hermetic Wiper February 2022)"
S0698,HermeticWizard,[HermeticWizard](https://attack.mitre.org/software/S0698) is a worm that has been used to spread [HermeticWiper](https://attack.mitre.org/software/S0697) in attacks against organizations in Ukraine since at least 2022.(Citation: ESET Hermetic Wizard March 2022),https://attack.mitre.org/software/S0698,25 March 2022,11 April 2022,1.0,,Windows,,malware,",,(Citation: ESET Hermetic Wizard March 2022)"
S1027,Heyoka Backdoor,[Heyoka Backdoor](https://attack.mitre.org/software/S1027) is a custom backdoor--based on the Heyoka open source exfiltration tool--that  has been used by [Aoqin Dragon](https://attack.mitre.org/groups/G1007) since at least 2013.(Citation: SentinelOne Aoqin Dragon June 2022)(Citation: Sourceforge Heyoka 2022) ,https://attack.mitre.org/software/S1027,25 July 2022,19 October 2022,1.0,"Hiroki Nagahama, NEC Corporation; Manikantan Srinivasan , NEC Corporation India; Pooja Natarajan, NEC Corporation India",Windows,,malware,"(Citation: SentinelOne Aoqin Dragon June 2022),,(Citation: SentinelOne Aoqin Dragon June 2022)"
S0087,Hi-Zor,[Hi-Zor](https://attack.mitre.org/software/S0087) is a remote access tool (RAT) that has characteristics similar to [Sakula](https://attack.mitre.org/software/S0074). It was used in a campaign named INOCNATION. (Citation: Fidelis Hi-Zor),https://attack.mitre.org/software/S0087,31 May 2017,09 February 2021,1.1,,Windows,,malware,",,(Citation: Fidelis INOCNATION),(Citation: Fidelis Hi-Zor)"
S0394,HiddenWasp,[HiddenWasp](https://attack.mitre.org/software/S0394) is a Linux-based Trojan used to target systems for remote control. It comes in the form of a statically linked ELF binary with stdlibc++.(Citation: Intezer HiddenWasp Map 2019),https://attack.mitre.org/software/S0394,24 June 2019,23 April 2021,1.2,,Linux,,malware,",,(Citation: Intezer HiddenWasp Map 2019)"
S0009,Hikit,[Hikit](https://attack.mitre.org/software/S0009) is malware that has been used by [Axiom](https://attack.mitre.org/groups/G0001) for late-stage persistence and exfiltration after the initial compromise.(Citation: Novetta-Axiom)(Citation: FireEye Hikit Rootkit),https://attack.mitre.org/software/S0009,31 May 2017,12 January 2022,1.3,"Christopher Glyer, Mandiant, @cglyer",Windows,,malware,"(Citation: Cisco Group 72),(Citation: Novetta-Axiom),,(Citation: FireEye HIKIT Rootkit Part 2),(Citation: FireEye Hikit Rootkit),(Citation: Novetta-Axiom)"
S0601,Hildegard,[Hildegard](https://attack.mitre.org/software/S0601) is malware that targets misconfigured kubelets for initial access and runs cryptocurrency miner operations. The malware was first observed in January 2021. The TeamTNT activity group is believed to be behind [Hildegard](https://attack.mitre.org/software/S0601). (Citation: Unit 42 Hildegard Malware),https://attack.mitre.org/software/S0601,07 April 2021,16 October 2021,1.1,Center for Threat-Informed Defense (CTID),"Containers, IaaS, Linux",,malware,"(Citation: Unit 42 Hildegard Malware),,(Citation: Unit 42 Hildegard Malware)"
S0431,HotCroissant,"[HotCroissant](https://attack.mitre.org/software/S0431) is a remote access trojan (RAT) attributed by U.S. government entities to malicious North Korean government cyber activity, tracked collectively as HIDDEN COBRA.(Citation: US-CERT HOTCROISSANT February 2020) [HotCroissant](https://attack.mitre.org/software/S0431) shares numerous code similarities with [Rifdoor](https://attack.mitre.org/software/S0433).(Citation: Carbon Black HotCroissant April 2020)",https://attack.mitre.org/software/S0431,01 May 2020,06 May 2020,1.0,,Windows,,malware,"(Citation: US-CERT HOTCROISSANT February 2020),,(Citation: Carbon Black HotCroissant April 2020),(Citation: US-CERT HOTCROISSANT February 2020)"
S0203,Hydraq,"[Hydraq](https://attack.mitre.org/software/S0203) is a data-theft trojan first used by [Elderwood](https://attack.mitre.org/groups/G0066) in the 2009 Google intrusion known as Operation Aurora, though variations of this trojan have been used in more recent campaigns by other Chinese actors, possibly including [APT17](https://attack.mitre.org/groups/G0025).(Citation: MicroFocus 9002 Aug 2016)(Citation: Symantec Elderwood Sept 2012)(Citation: Symantec Trojan.Hydraq Jan 2010)(Citation: ASERT Seven Pointed Dagger Aug 2015)(Citation: FireEye DeputyDog 9002 November 2013)(Citation: ProofPoint GoT 9002 Aug 2017)(Citation: FireEye Sunshop Campaign May 2013)(Citation: PaloAlto 3102 Sept 2015)",https://attack.mitre.org/software/S0203,18 April 2018,15 April 2022,2.0,,Windows,"9002 RAT, Aurora, HidraQ, HomeUnix, Homux, HydraQ, McRat, MdmBot, Roarur",malware,"(Citation: Cisco Group 72),(Citation: Symantec Elderwood Sept 2012),(Citation: Novetta-Axiom),,(Citation: Symantec Hydraq Persistence Jan 2010),(Citation: Symantec Trojan.Hydraq Jan 2010),(Citation: Symantec Elderwood Sept 2012),(Citation: Symantec Hydraq Jan 2010)"
S0398,HyperBro,[HyperBro](https://attack.mitre.org/software/S0398) is a custom in-memory backdoor used by [Threat Group-3390](https://attack.mitre.org/groups/G0027).(Citation: Unit42 Emissary Panda May 2019)(Citation: Securelist LuckyMouse June 2018)(Citation: Hacker News LuckyMouse June 2018),https://attack.mitre.org/software/S0398,09 July 2019,29 November 2021,1.2,,Windows,,malware,"(Citation: Trend Micro DRBControl February 2020),(Citation: Securelist LuckyMouse June 2018),(Citation: Trend Micro Iron Tiger April 2021),(Citation: Hacker News LuckyMouse June 2018),(Citation: Unit42 Emissary Panda May 2019),,(Citation: Trend Micro DRBControl February 2020),(Citation: Trend Micro Iron Tiger April 2021),(Citation: Unit42 Emissary Panda May 2019)"
S0537,HyperStack,[HyperStack](https://attack.mitre.org/software/S0537) is a RPC-based backdoor used by [Turla](https://attack.mitre.org/groups/G0010) since at least 2018. [HyperStack](https://attack.mitre.org/software/S0537) has similarities to other backdoors used by [Turla](https://attack.mitre.org/groups/G0010) including [Carbon](https://attack.mitre.org/software/S0335).(Citation: Accenture HyperStack October 2020),https://attack.mitre.org/software/S0537,02 December 2020,04 December 2020,1.0,,Windows,,malware,"(Citation: Accenture HyperStack October 2020),,(Citation: Accenture HyperStack October 2020)"
S0189,ISMInjector,"[ISMInjector](https://attack.mitre.org/software/S0189) is a Trojan used to install another [OilRig](https://attack.mitre.org/groups/G0049) backdoor, ISMAgent. (Citation: OilRig New Delivery Oct 2017)",https://attack.mitre.org/software/S0189,16 January 2018,31 March 2020,1.1,Robert Falcone,Windows,,malware,"(Citation: OilRig New Delivery Oct 2017),,(Citation: OilRig New Delivery Oct 2017)"
S1022,IceApple,"[IceApple](https://attack.mitre.org/software/S1022) is a modular Internet Information Services (IIS) post-exploitation framework, that has been used since at least 2021 against the technology, academic, and government sectors.(Citation: CrowdStrike IceApple May 2022)",https://attack.mitre.org/software/S1022,27 June 2022,25 July 2022,1.0,Raphaël Lheureux,Windows,,malware,",,(Citation: CrowdStrike IceApple May 2022)"
S0483,IcedID,[IcedID](https://attack.mitre.org/software/S0483) is a modular banking malware designed to steal financial information that has been observed in the wild since at least 2017.  [IcedID](https://attack.mitre.org/software/S0483)  has been downloaded by [Emotet](https://attack.mitre.org/software/S0367) in multiple campaigns.(Citation: IBM IcedID November 2017)(Citation: Juniper IcedID June 2020),https://attack.mitre.org/software/S0483,15 July 2020,14 August 2020,1.0,,Windows,,malware,"(Citation: Cybereason Valak May 2020),(Citation: Secureworks GOLD CABIN),(Citation: Unit 42 Valak July 2020),(Citation: Unit 42 TA551 Jan 2021),,(Citation: Juniper IcedID June 2020),(Citation: IBM IcedID November 2017)"
S0434,Imminent Monitor,"[Imminent Monitor](https://attack.mitre.org/software/S0434) was a commodity remote access tool (RAT) offered for sale from 2012 until 2019, when an operation was conducted to take down the Imminent Monitor infrastructure. Various cracked versions and variations of this RAT are still in circulation.(Citation: Imminent Unit42 Dec2019)",https://attack.mitre.org/software/S0434,05 May 2020,10 July 2020,1.0,Jose Luis Sánchez Martinez,Windows,,tool,"(Citation: QiAnXin APT-C-36 Feb2019),,(Citation: QiAnXin APT-C-36 Feb2019),(Citation: Imminent Unit42 Dec2019)"
S0357,Impacket,"[Impacket](https://attack.mitre.org/software/S0357) is an open source collection of modules written in Python for programmatically constructing and manipulating network protocols. [Impacket](https://attack.mitre.org/software/S0357) contains several tools for remote service execution, Kerberos manipulation, Windows credential dumping, packet sniffing, and relay attacks.(Citation: Impacket Tools)",https://attack.mitre.org/software/S0357,31 January 2019,27 September 2022,1.3,"Jacob Wilkin, Trustwave, SpiderLabs","Linux, Windows, macOS",,tool,"(Citation: PWC Cloud Hopper Technical Annex April 2017),(Citation: US-CERT TA18-074A),(Citation: Core Security Impacket),(Citation: Tarrask scheduled task),(Citation: Bitdefender FIN8 July 2021),(Citation: Unit42 Emissary Panda May 2019),(Citation: FoxIT Wocao December 2019),(Citation: Impacket Tools)"
S0604,Industroyer,"[Industroyer](https://attack.mitre.org/software/S0604) is a sophisticated malware framework designed to cause an impact to the working processes of Industrial Control Systems (ICS), specifically components used in electrical substations.(Citation: ESET Industroyer) [Industroyer](https://attack.mitre.org/software/S0604) was used in the attacks on the Ukrainian power grid in December 2016.(Citation: Dragos Crashoverride 2017) This is the first publicly known malware specifically designed to target and impact operations in the electric grid.(Citation: Dragos Crashoverride 2018)",https://attack.mitre.org/software/S0604,04 January 2021,20 October 2022,1.1,Dragos  Threat  Intelligence; Joe Slowik -  Dragos,Windows,"CRASHOVERRIDE, Win32/Industroyer",malware,"(Citation: Dragos Crashoverride 2017),(Citation: Secureworks IRON VIKING),(Citation: ESET Industroyer),(Citation: Dragos Crashoverride 2018),,(Citation: Dragos Crashoverride 2017),(Citation: ESET Industroyer)"
S0259,InnaputRAT,[InnaputRAT](https://attack.mitre.org/software/S0259) is a remote access tool that can exfiltrate files from a victim’s machine. [InnaputRAT](https://attack.mitre.org/software/S0259) has been seen out in the wild since 2016. (Citation: ASERT InnaputRAT April 2018),https://attack.mitre.org/software/S0259,17 October 2018,20 March 2020,1.1,,Windows,,malware,",,(Citation: ASERT InnaputRAT April 2018)"
S0260,InvisiMole,[InvisiMole](https://attack.mitre.org/software/S0260) is a modular spyware program that has been used by the InvisiMole Group since at least 2013. [InvisiMole](https://attack.mitre.org/software/S0260) has two backdoor modules called RC2FM and RC2CL that are used to perform post-exploitation activities. It has been discovered on compromised victims in the Ukraine and Russia. [Gamaredon Group](https://attack.mitre.org/groups/G0047) infrastructure has been used to download and execute [InvisiMole](https://attack.mitre.org/software/S0260) against a small number of victims.(Citation: ESET InvisiMole June 2018)(Citation: ESET InvisiMole June 2020),https://attack.mitre.org/software/S0260,17 October 2018,29 November 2021,2.1,ESET,Windows,,malware,",,(Citation: ESET InvisiMole June 2018),(Citation: ESET InvisiMole June 2020)"
