reference,citation,url
CrowdStrike Grim Spider May 2019,"John, E. and Carvey, H. (2019, May 30). Unraveling the Spiderweb: Timelining ATT&CK Artifacts Used by GRIM SPIDER. Retrieved May 12, 2020.",https://www.crowdstrike.com/blog/timelining-grim-spiders-big-game-hunting-tactics/
CrowdStrike IceApple May 2022,"CrowdStrike. (2022, May). ICEAPPLE: A NOVEL INTERNET INFORMATION SERVICES (IIS) POST-EXPLOITATION FRAMEWORK. Retrieved June 27, 2022.",https://www.crowdstrike.com/wp-content/uploads/2022/05/crowdstrike-iceapple-a-novel-internet-information-services-post-exploitation-framework.pdf
CrowdStrike Labyrinth Chollima Feb 2022,"CrowdStrike. (2022, February 1). CrowdStrike Adversary Labyrinth Chollima. Retrieved February 1, 2022.",https://adversary.crowdstrike.com/en-US/adversary/labyrinth-chollima/
CrowdStrike Linux Rootkit,"Kurtz, G. (2012, November 19). HTTP iframe Injecting Linux Rootkit. Retrieved December 21, 2017.",https://www.crowdstrike.com/blog/http-iframe-injecting-linux-rootkit/
CrowdStrike Manufacturing Threat July 2020,"Falcon OverWatch Team. (2020, July 14). Manufacturing Industry in the Adversaries’ Crosshairs. Retrieved October 17, 2021.",https://www.crowdstrike.com/blog/adversaries-targeting-the-manufacturing-industry/
CrowdStrike Outlook Forms,"Parisi, T., et al. (2017, July). Using Outlook Forms for Lateral Movement and Persistence. Retrieved February 5, 2019.",https://malware.news/t/using-outlook-forms-for-lateral-movement-and-persistence/13746
CrowdStrike PIONEER KITTEN August 2020,"Orleans, A. (2020, August 31). Who Is PIONEER KITTEN?. Retrieved December 21, 2020.",https://www.crowdstrike.com/blog/who-is-pioneer-kitten/
CrowdStrike Putter Panda,"Crowdstrike Global Intelligence Team. (2014, June 9). CrowdStrike Intelligence Report: Putter Panda. Retrieved January 22, 2016.",http://cdn0.vox-cdn.com/assets/4589853/crowdstrike-intelligence-report-putter-panda.original.pdf
CrowdStrike Richochet Chollima September 2021,"CrowdStrike. (2021, September 30). Adversary Profile - Richochet Chollima. Retrieved September 30, 2021.",https://adversary.crowdstrike.com/en-US/adversary/ricochet-chollima/
CrowdStrike Ryuk January 2019,"Hanel, A. (2019, January 10). Big Game Hunting with Ryuk: Another Lucrative Targeted Ransomware. Retrieved May 12, 2020.",https://www.crowdstrike.com/blog/big-game-hunting-with-ryuk-another-lucrative-targeted-ransomware/
CrowdStrike SUNSPOT Implant January 2021,"CrowdStrike Intelligence Team. (2021, January 11). SUNSPOT: An Implant in the Build Process. Retrieved January 11, 2021.",https://www.crowdstrike.com/blog/sunspot-malware-technical-analysis/
CrowdStrike Silent Chollima Adversary September 2021,"CrowdStrike. (2021, September 29). Silent Chollima Adversary Profile. Retrieved September 29, 2021.",https://adversary.crowdstrike.com/en-US/adversary/silent-chollima/
CrowdStrike Stardust Chollima Profile April 2018,"Meyers, Adam. (2018, April 6). Meet CrowdStrike’s Adversary of the Month for April: STARDUST CHOLLIMA. Retrieved September 29, 2021.",https://www.crowdstrike.com/blog/meet-crowdstrikes-adversary-of-the-month-for-april-stardust-chollima/
CrowdStrike StellarParticle January 2022,"CrowdStrike. (2022, January 27). Early Bird Catches the Wormhole: Observations from the StellarParticle Campaign. Retrieved February 7, 2022.",https://www.crowdstrike.com/blog/observations-from-the-stellarparticle-campaign/
CrowdStrike VENOMOUS BEAR,"Meyers, A. (2018, March 12). Meet CrowdStrike’s Adversary of the Month for March: VENOMOUS BEAR. Retrieved May 16, 2018.",https://www.crowdstrike.com/blog/meet-crowdstrikes-adversary-of-the-month-for-march-venomous-bear/
CrowdStrike VOODOO BEAR,"Meyers, A. (2018, January 19). Meet CrowdStrike’s Adversary of the Month for January: VOODOO BEAR. Retrieved May 22, 2018.",https://www.crowdstrike.com/blog/meet-crowdstrikes-adversary-of-the-month-for-january-voodoo-bear/
CrowdStrike Wizard Spider March 2019,"Feeley, B. and Stone-Gross, B. (2019, March 20). New Evidence Proves Ongoing WIZARD SPIDER / LUNAR SPIDER Collaboration. Retrieved June 15, 2020.",https://www.crowdstrike.com/blog/wizard-spider-lunar-spider-shared-proxy-module/
CrowdStrike Wizard Spider October 2020,"Podlosky, A., Hanel, A. et al. (2020, October 16). WIZARD SPIDER Update: Resilient, Reactive and Resolute. Retrieved June 15, 2021.",https://www.crowdstrike.com/blog/wizard-spider-adversary-update/
Crowdstrike CrowdCast Oct 2013,"Crowdstrike. (2013, October 16). CrowdCasts Monthly: You Have an Adversary Problem. Retrieved March 1, 2017.",https://www.slideshare.net/CrowdStrike/crowd-casts-monthly-you-have-an-adversary-problem
Crowdstrike DNC June 2016,"Alperovitch, D.. (2016, June 15). Bears in the Midst: Intrusion into the Democratic National Committee. Retrieved August 3, 2016.",https://www.crowdstrike.com/blog/bears-midst-intrusion-democratic-national-committee/
Crowdstrike DNS Hijack 2019,"Matt Dahl. (2019, January 25). Widespread DNS Hijacking Activity Targets Multiple Sectors. Retrieved February 14, 2022.",https://www.crowdstrike.com/blog/widespread-dns-hijacking-activity-targets-multiple-sectors/
Crowdstrike DriveSlayer February 2022,"Thomas, W. et al. (2022, February 25). CrowdStrike Falcon Protects from New Wiper Malware Used in Ukraine Cyberattacks. Retrieved March 25, 2022.",https://www.crowdstrike.com/blog/how-crowdstrike-falcon-protects-against-wiper-malware-used-in-ukraine-attacks/
Crowdstrike EvilCorp March 2021,"Podlosky, A., Feeley, B. (2021, March 17). INDRIK SPIDER Supersedes WastedLocker with Hades Ransomware to Circumvent OFAC Sanctions. Retrieved September 15, 2021.",https://www.crowdstrike.com/blog/hades-ransomware-successor-to-indrik-spiders-wastedlocker/
Crowdstrike GTR2020 Mar 2020,"Crowdstrike. (2020, March 2). 2020 Global Threat Report. Retrieved December 11, 2020.",https://go.crowdstrike.com/rs/281-OBQ-266/images/Report2020CrowdStrikeGlobalThreatReport.pdf
Crowdstrike Global Threat Report Feb 2018,"CrowdStrike. (2018, February 26). CrowdStrike 2018 Global Threat Report. Retrieved October 10, 2018.",https://crowdstrike.lookbookhq.com/global-threat-report-2018-web/cs-2018-global-threat-report
Crowdstrike Helix Kitten Nov 2018,"Meyers, A. (2018, November 27). Meet CrowdStrike’s Adversary of the Month for November: HELIX KITTEN. Retrieved December 18, 2018.",https://www.crowdstrike.com/blog/meet-crowdstrikes-adversary-of-the-month-for-november-helix-kitten/
Crowdstrike Hiding in Plain Sight 2018,"Crowdstrike. (2018, July 18). Hiding in Plain Sight: Using the Office 365 Activities API to Investigate Business Email Compromises. Retrieved January 19, 2020.",https://www.crowdstrike.com/blog/hiding-in-plain-sight-using-the-office-365-activities-api-to-investigate-business-email-compromises/
Crowdstrike Indrik November 2018,"Frankoff, S., Hartley, B. (2018, November 14). Big Game Hunting: The Evolution of INDRIK SPIDER From Dridex Wire Fraud to BitPaymer Targeted Ransomware. Retrieved January 6, 2021.",https://www.crowdstrike.com/blog/big-game-hunting-the-evolution-of-indrik-spider-from-dridex-wire-fraud-to-bitpaymer-targeted-ransomware/
Crowdstrike KRYPTONITE PANDA August 2018,"Adam Kozy. (2018, August 30). Two Birds, One Stone Panda. Retrieved August 24, 2021.",https://www.crowdstrike.com/blog/two-birds-one-stone-panda/
Crowdstrike Kubernetes Container Escape,"Manoj Ahuje. (2022, January 31). CVE-2022-0185: Kubernetes Container Escape Using Linux Kernel Exploit. Retrieved July 6, 2022.",https://www.crowdstrike.com/blog/cve-2022-0185-kubernetes-container-escape-using-linux-kernel-exploit/
Crowdstrike MUSTANG PANDA June 2018,"Meyers, A. (2018, June 15). Meet CrowdStrike’s Adversary of the Month for June: MUSTANG PANDA. Retrieved April 12, 2021.",https://www.crowdstrike.com/blog/meet-crowdstrikes-adversary-of-the-month-for-june-mustang-panda/
Crowdstrike Mythic Leopard Profile,"Crowdstrike. (n.d.). Mythic Leopard. Retrieved October 6, 2021.",https://adversary.crowdstrike.com/en-US/adversary/mythic-leopard/
Crowdstrike PartyTicket March 2022,"Crowdstrike. (2022, March 1). Decryptable PartyTicket Ransomware Reportedly Targeting Ukrainian Entities. Retrieved March 1, 2022.",https://www.crowdstrike.com/blog/how-to-decrypt-the-partyticket-ransomware-targeting-ukraine
Crowdstrike Pirate Panda April 2020,"Busselen, M. (2020, April 7). On-demand Webcast: CrowdStrike Experts on COVID-19 Cybersecurity Challenges and Recommendations. Retrieved May 20, 2020.",https://www.crowdstrike.com/blog/on-demand-webcast-crowdstrike-experts-on-covid-19-cybersecurity-challenges-and-recommendations/
Crowdstrike Qakbot October 2020,"CS. (2020, October 7). Duck Hunting with Falcon Complete: A Fowl Banking Trojan Evolves, Part 2. Retrieved September 27, 2021.",https://www.crowdstrike.com/blog/duck-hunting-with-falcon-complete-qakbot-zip-based-campaign/
Crowdstrike WhisperGate January 2022,"Crowdstrike. (2022, January 19). Technical Analysis of the WhisperGate Malicious Bootloader. Retrieved March 10, 2022.",https://www.crowdstrike.com/blog/technical-analysis-of-whispergate-malware
CrySyS Blog TeamSpy,"CrySyS Lab. (2013, March 20). TeamSpy – Obshie manevri. Ispolzovat’ tolko s razreshenija S-a. Retrieved April 11, 2018.",https://blog.crysys.hu/2013/03/teamspy/
Crysys Skywiper,"sKyWIper Analysis Team. (2012, May 31). sKyWIper (a.k.a. Flame a.k.a. Flamer):  A complex malware for targeted attacks. Retrieved September 6, 2018.",https://www.crysys.hu/publications/files/skywiper.pdf
Cyber Forensicator Silence Jan 2019,"Skulkin, O.. (2019, January 20). Silence: Dissecting Malicious CHM Files and Performing Forensic Analysis. Retrieved May 24, 2019.",https://cyberforensicator.com/2019/01/20/silence-dissecting-malicious-chm-files-and-performing-forensic-analysis/
CyberArk Labs Safe Mode 2016,"Naim, D.. (2016, September 15). CyberArk Labs: From Safe Mode to Domain Compromise. Retrieved June 23, 2021.",https://www.cyberark.com/resources/blog/cyberark-labs-from-safe-mode-to-domain-compromise
CyberBit Dtrack,"Hod Gavriel. (2019, November 21). Dtrack: In-depth analysis of APT on a nuclear power plant. Retrieved January 20, 2021.",https://www.cyberbit.com/blog/endpoint-security/dtrack-apt-malware-found-in-nuclear-power-plant/
CyberBit Early Bird Apr 2018,"Gavriel, H. & Erbesfeld, B. (2018, April 11). New ‘Early Bird’ Code Injection Technique Discovered. Retrieved May 24, 2018.",https://www.cyberbit.com/blog/endpoint-security/new-early-bird-code-injection-technique-discovered/
CyberBit System Calls,"Gavriel, H. (2018, November 27). Malware Mitigation when Direct System Calls are Used. Retrieved September 29, 2021.",https://www.cyberbit.com/blog/endpoint-security/malware-mitigation-when-direct-system-calls-are-used/
CyberESI GTALK,"CyberESI. (2011). TROJAN.GTALK. Retrieved June 29, 2015.",http://www.cyberengineeringservices.com/2011/12/15/trojan-gtalk/
CyberScoop APT28 Nov 2018,"Shoorbajee, Z. (2018, November 29). Accenture: Russian hackers using Brexit talks to disguise phishing lures. Retrieved July 16, 2019.",https://www.cyberscoop.com/apt28-brexit-phishing-accenture/
CyberScoop Babuk February 2021,"Lyngaas, S. (2021, February 4). Meet Babuk, a ransomware attacker blamed for the Serco breach. Retrieved August 11, 2021.",https://www.cyberscoop.com/babuk-ransomware-serco-attack/
CyberScoop BlackOasis Oct 2017,"Bing, C. (2017, October 16). Middle Eastern hacking group is using FinFisher malware to conduct international espionage. Retrieved February 15, 2018.",https://www.cyberscoop.com/middle-eastern-hacking-group-using-finfisher-malware-conduct-international-espionage/
CyberScoop FIN7 Oct 2017,"Waterman, S. (2017, October 16). Fin7 weaponization of DDE is just their latest slick move, say researchers. Retrieved November 21, 2017.",https://www.cyberscoop.com/fin7-dde-morphisec-fileless-malware/
Cyberark Golden SAML,"Reiner, S. (2017, November 21). Golden SAML: Newly Discovered Attack Technique Forges Authentication to Cloud Apps. Retrieved December 17, 2020.",https://www.cyberark.com/resources/threat-research-blog/golden-saml-newly-discovered-attack-technique-forges-authentication-to-cloud-apps
Cyberciti Trap Statements,"Cyberciti. (2016, March 29). Trap statement. Retrieved May 21, 2019.",https://bash.cyberciti.biz/guide/Trap_statement
Cybereason Astaroth Feb 2019,"Salem, E. (2019, February 13). ASTAROTH MALWARE USES LEGITIMATE OS AND ANTIVIRUS PROCESSES TO STEAL PASSWORDS AND PERSONAL DATA. Retrieved April 17, 2019.",https://www.cybereason.com/blog/information-stealing-malware-targeting-brazil-full-research
Cybereason Bazar July 2020,"Cybereason Nocturnus. (2020, July 16). A BAZAR OF TRICKS: FOLLOWING TEAM9’S DEVELOPMENT CYCLES. Retrieved November 18, 2020.",https://www.cybereason.com/blog/a-bazar-of-tricks-following-team9s-development-cycles
Cybereason Bumblebee August 2022,"Cybereason. (2022, August 17). Bumblebee Loader – The High Road to Enterprise Domain Control. Retrieved August 29, 2022.",https://www.cybereason.com/blog/threat-analysis-report-bumblebee-loader-the-high-road-to-enterprise-domain-control
Cybereason Chaes Nov 2020,"Salem, E. (2020, November 17). CHAES: Novel Malware Targeting Latin American E-Commerce. Retrieved June 30, 2021.",https://www.cybereason.com/hubfs/dam/collateral/reports/11-2020-Chaes-e-commerce-malware-research.pdf
Cybereason Clop Dec 2020,"Cybereason Nocturnus. (2020, December 23). Cybereason vs. Clop Ransomware. Retrieved May 11, 2021.",https://www.cybereason.com/blog/cybereason-vs.-clop-ransomware
Cybereason Cobalt Kitty 2017,"Dahan, A. (2017). Operation Cobalt Kitty. Retrieved December 27, 2018.",https://cdn2.hubspot.net/hubfs/3354902/Cybereason%20Labs%20Analysis%20Operation%20Cobalt%20Kitty.pdf
Cybereason Conti Jan 2021,"Rochberger, L. (2021, January 12). Cybereason vs. Conti Ransomware. Retrieved February 17, 2021.",https://www.cybereason.com/blog/cybereason-vs.-conti-ransomware
Cybereason Dissecting DGAs,"Sternfeld, U. (2016). Dissecting Domain Generation Algorithms: Eight Real World DGA Variants. Retrieved February 18, 2019.",http://go.cybereason.com/rs/996-YZT-709/images/Cybereason-Lab-Analysis-Dissecting-DGAs-Eight-Real-World-DGA-Variants.pdf
Cybereason Egregor Nov 2020,"Rochberger, L. (2020, November 26). Cybereason vs. Egregor Ransomware. Retrieved December 30, 2020.",https://www.cybereason.com/blog/cybereason-vs-egregor-ransomware
Cybereason Kimsuky November 2020,"Dahan, A. et al. (2020, November 2). Back to the Future: Inside the Kimsuky KGH Spyware Suite. Retrieved November 6, 2020.",https://www.cybereason.com/blog/back-to-the-future-inside-the-kimsuky-kgh-spyware-suite
Cybereason Linux Exim Worm,"Cybereason Nocturnus. (2019, June 13). New Pervasive Worm Exploiting Linux Exim Server Vulnerability. Retrieved June 24, 2020.",https://www.cybereason.com/blog/new-pervasive-worm-exploiting-linux-exim-server-vulnerability
Cybereason Molerats Dec 2020,"Cybereason Nocturnus Team. (2020, December 9). MOLERATS IN THE CLOUD: New Malware Arsenal Abuses Cloud Platforms in Middle East Espionage Campaign. Retrieved December 22, 2020.",https://www.cybereason.com/hubfs/dam/collateral/reports/Molerats-in-the-Cloud-New-Malware-Arsenal-Abuses-Cloud-Platforms-in-Middle-East-Espionage-Campaign.pdf
Cybereason Nocturnus MedusaLocker 2020,"Cybereason Nocturnus. (2020, November 19). Cybereason vs. MedusaLocker Ransomware. Retrieved June 23, 2021.",https://www.cybereason.com/blog/medusalocker-ransomware
Cybereason OSX Pirrit,"Amit Serper. (2016). Cybereason Lab Analysis OSX.Pirrit. Retrieved December 10, 2021.",https://cdn2.hubspot.net/hubfs/3354902/Content%20PDFs/Cybereason-Lab-Analysis-OSX-Pirrit-4-6-16.pdf
Cybereason Oceanlotus May 2017,"Dahan, A. (2017, May 24). OPERATION COBALT KITTY: A LARGE-SCALE APT IN ASIA CARRIED OUT BY THE OCEANLOTUS GROUP. Retrieved November 5, 2018.",https://www.cybereason.com/blog/operation-cobalt-kitty-apt
Cybereason OperationCuckooBees May 2022,"Cybereason Nocturnus. (2022, May 4). Operation CuckooBees: Deep-Dive into Stealthy Winnti Techniques. Retrieved September 22, 2022.",https://www.cybereason.com/blog/operation-cuckoobees-deep-dive-into-stealthy-winnti-techniques
Cybereason PowerLess February 2022,"Cybereason Nocturnus. (2022, February 1). PowerLess Trojan: Iranian APT Phosphorus Adds New PowerShell Backdoor for Espionage. Retrieved June 1, 2022.",https://www.cybereason.com/blog/research/powerless-trojan-iranian-apt-phosphorus-adds-new-powershell-backdoor-for-espionage
